Store Number,Average Deliveries Per Week,Average Deliveries Per Month,FY 15 OOS Rate,Average Cases Delivered Per Week,Store Type,Total Footage,A-B Region,Delivery Schedule
2758,2,10,2.16%,589,BASE STR SUPERCENTER,48,2,TuFr
2760,2,9,2.39%,409,BASE STR SUPERCENTER,36,1,TuFr
2761,2,9,2.94%,224,BASE STR SUPERCENTER,39.375,1,TuFr
2762,2,9,1.58%,393,BASE STR SUPERCENTER,38.79166651,4,MoTh
2764,2,9,4.33%,704,BASE STR SUPERCENTER,76.91666603,7,TuFr
2766,2,9,2.07%,417,BASE STR SUPERCENTER,80.91666603,7,MoTh
2767,2,8,1.86%,511,BASE STR SUPERCENTER,68,7,Th
2768,2,8,3.24%,487,BASE STR SUPERCENTER,60.91666603,5,Th
2769,2,10,3.42%,319,BASE STR SUPERCENTER,60,3,TuFr
2771,2,8,3.93%,531,BASE STR SUPERCENTER,40.125,2,MoTu
2772,2,9,,523,BASE STR SUPERCENTER,48,2,MoTh
2774,3,14,2.52%,183,BASE STR SUPERCENTER,92,7,Mo
2777,2,9,2.06%,932,BASE STR SUPERCENTER,60.91666603,7,TuFr
2778,2,9,,518,BASE STR SUPERCENTER,24,5,TuFr
2780,3,13,2.21%,366,BASE STR SUPERCENTER,40.91666603,6,Sa
2781,3,13,2.70%,415,BASE STR SUPERCENTER,60.91666603,3,Sa
2783,2,9,5.41%,358,BASE STR SUPERCENTER,60.91666603,1,Fr
2785,2,9,4.23%,177,BASE STR SUPERCENTER,52,3,TuFr
2786,2,8,6.57%,347,BASE STR SUPERCENTER,60,3,MoFr
2787,2,7,2.45%,213,BASE STR SUPERCENTER,48,3,Tu
2788,2,8,7.32%,439,BASE STR SUPERCENTER,40.125,2,Tu
2789,3,13,3.12%,417,BASE STR SUPERCENTER,40.91666603,2,ThSa
2793,2,9,6.18%,560,BASE STR SUPERCENTER,40.91666603,6,MoTh
2794,2,9,2.14%,126,BASE STR SUPERCENTER,24,1,MoTh
2795,2,9,3.98%,423,BASE STR SUPERCENTER,60,2,TuFr
2796,3,13,2.39%,577,BASE STR SUPERCENTER,60.91666603,2,Sa
2803,2,8,7.88%,348,BASE STR SUPERCENTER,40.91666603,1,MoTh
2805,2,9,3.56%,190,BASE STR SUPERCENTER,24,1,MoTh
2807,2,8,4.56%,535,BASE STR SUPERCENTER,48,1,Th
2808,2,9,3.34%,301,BASE STR SUPERCENTER,64.91666603,3,MoTh
2809,3,13,2.80%,290,BASE STR SUPERCENTER,24,3,Mo
2810,2,9,2.80%,185,BASE STR SUPERCENTER,24,2,TuFr
2811,2,9,2.32%,427,BASE STR SUPERCENTER,60.91666603,4,MoTh
2812,2,9,1.36%,364,BASE STR SUPERCENTER,48.875,3,TuFr
2813,2,9,8.06%,422,BASE STR SUPERCENTER,56.91666603,2,MoTh
2814,2,10,6.23%,206,BASE STR SUPERCENTER,60.91666603,3,WeFr
2817,1,2,2.94%,6,BASE STR SUPERCENTER,84,3,Th
2819,2,8,1.60%,295,BASE STR SUPERCENTER,40,4,WeFr
2820,2,9,4.43%,126,BASE STR SUPERCENTER,24,5,MoFr
2822,2,9,2.16%,377,BASE STR SUPERCENTER,48,7,MoTh
2827,2,10,2.13%,715,BASE STR SUPERCENTER,60.91666603,6,TuFr
2831,2,9,6.49%,300,BASE STR SUPERCENTER,32,2,MoTh
2832,2,9,3.75%,551,BASE STR SUPERCENTER,56,3,MoTh
2833,2,9,2.38%,187,BASE STR SUPERCENTER,24,5,MoTh
2836,2,9,1.88%,433,BASE STR SUPERCENTER,48,7,WeFr
2837,2,9,4.99%,450,BASE STR SUPERCENTER,60.91666603,7,TuTh
2838,2,9,,463,BASE STR SUPERCENTER,40.91666603,2,TuTh
2842,2,9,3.62%,418,BASE STR SUPERCENTER,32,1,TuFr
2844,3,13,3.85%,346,BASE STR SUPERCENTER,40.91666603,2,Fr
2845,2,9,5.81%,368,BASE STR SUPERCENTER,24,2,Tu
2846,2,9,1.65%,396,BASE STR SUPERCENTER,40.91666603,4,TuFr
2847,2,9,2.98%,548,BASE STR SUPERCENTER,60.91666603,3,TuFr
2849,2,9,7.44%,155,BASE STR SUPERCENTER,39.375,3,TuFr
2852,2,9,1.95%,424,BASE STR SUPERCENTER,51.375,4,TuFr
2855,2,9,3.94%,100,BASE STR SUPERCENTER,40.91666603,4,Fr
2856,2,9,2.83%,398,BASE STR SUPERCENTER,24,4,TuFr
2857,2,9,8.47%,649,BASE STR SUPERCENTER,52.91666603,2,TuFr
2859,2,9,3.93%,171,BASE STR SUPERCENTER,40.91666603,2,TuFr
2860,2,9,0.81%,448,BASE STR SUPERCENTER,40.91666603,6,MoTh
2861,3,13,2.13%,267,BASE STR SUPERCENTER,60.91666603,6,Sa
2862,3,13,,296,BASE STR SUPERCENTER,40.91666603,5,Sa
2864,2,10,5.84%,374,BASE STR SUPERCENTER,40.91666603,3,TuFr
2869,2,9,3.09%,405,BASE STR SUPERCENTER,56,3,TuFr
2872,2,9,5.41%,254,BASE STR SUPERCENTER,31.41666603,3,MoTh
2873,2,9,4.69%,145,BASE STR SUPERCENTER,48,1,TuFr
2874,3,13,4.14%,316,BASE STR SUPERCENTER,68.91666603,5,Fr
2881,2,11,5.41%,338,BASE STR SUPERCENTER,40.91666603,4,Sa
2882,1,5,0.68%,60,BASE STR SUPERCENTER,16,5,Fr
2883,1,5,7.57%,228,BASE STR SUPERCENTER,40.91666603,7,Th
2886,2,9,2.66%,435,BASE STR SUPERCENTER,40,2,TuTh
2889,2,9,5.09%,567,BASE STR SUPERCENTER,60.91666603,2,TuFr
2890,2,8,2.51%,182,BASE STR SUPERCENTER,48,5,TuFr
2891,2,9,4.70%,695,BASE STR SUPERCENTER,52.91666603,6,TuFr
2892,1,4,5.87%,88,BASE STR SUPERCENTER,16,4,Tu
2893,2,9,7.41%,148,BASE STR SUPERCENTER,24,1,TuFr
2908,2,9,4.54%,327,BASE STR SUPERCENTER,24,3,TuTh
2910,2,8,2.17%,323,BASE STR SUPERCENTER,41.5,1,TuFr
2911,4,17,4.28%,673,BASE STR SUPERCENTER,48.125,3,MoTuThFr
2912,2,9,2.61%,411,BASE STR SUPERCENTER,52,5,TuFr
2913,2,9,2.80%,530,BASE STR SUPERCENTER,40,3,TuFr
2914,2,10,8.47%,494,BASE STR SUPERCENTER,64.91666603,1,MoTh
2918,2,8,,206,BASE STR SUPERCENTER,56,5,TuFr
2920,3,13,4.18%,505,BASE STR SUPERCENTER,60.91666603,6,Sa
2921,3,12,3.68%,354,BASE STR SUPERCENTER,40.91666603,7,WeFr
2922,2,9,2.70%,486,BASE STR SUPERCENTER,40.91666603,6,Tu
2923,5,21,7.98%,757,BASE STR SUPERCENTER,60.91666603,7,Sa
2925,2,8,2.72%,398,BASE STR SUPERCENTER,32,5,Th
2926,2,8,3.51%,220,BASE STR SUPERCENTER,60.91666603,6,Th
2927,2,9,2.57%,326,BASE STR SUPERCENTER,60,2,TuFr
2928,2,9,5.88%,868,BASE STR SUPERCENTER,52.91666603,2,TuFr
2929,2,9,2.67%,616,BASE STR SUPERCENTER,40.91666603,2,TuTh
2932,2,9,1.61%,185,BASE STR SUPERCENTER,56.91666603,3,MoTh
2933,3,12,1.25%,257,BASE STR SUPERCENTER,43.375,3,TuFr
2934,2,9,1.81%,461,BASE STR SUPERCENTER,48,4,TuFr
2935,2,11,2.97%,479,BASE STR SUPERCENTER,40,3,MoTh
2936,2,9,1.19%,115,BASE STR SUPERCENTER,48,4,MoTh
2937,2,9,6.75%,59,BASE STR SUPERCENTER,28,5,TuFr
2938,2,9,3.62%,451,BASE STR SUPERCENTER,40.91666603,2,Th
2939,2,9,,230,BASE STR SUPERCENTER,32,5,MoTh
2941,2,9,5.77%,156,BASE STR SUPERCENTER,48,6,TuFr
2948,2,8,3.67%,382,BASE STR SUPERCENTER,44,7,TuFr
2950,3,14,4.29%,684,BASE STR SUPERCENTER,80,7,We
2951,3,15,3.94%,701,BASE STR SUPERCENTER,76,7,Fr
2955,2,9,6.32%,440,BASE STR SUPERCENTER,60,3,MoTh
2956,1,6,3.34%,355,BASE STR SUPERCENTER,64,3,Tu
2958,2,9,4.91%,521,BASE STR SUPERCENTER,72.91666603,3,MoFr
2959,2,8,2.32%,121,BASE STR SUPERCENTER,152,2,TuFr
2962,3,14,5.45%,532,BASE STR SUPERCENTER,48,2,TuThSa
2963,2,9,5.49%,230,BASE STR SUPERCENTER,40.91666603,3,WeSa
2966,2,8,2.09%,301,BASE STR SUPERCENTER,56,3,MoTh
2967,3,13,4.57%,435,BASE STR SUPERCENTER,52.91666603,3,MoWeFr
2968,3,13,3.34%,417,BASE STR SUPERCENTER,48,5,MoFr
2973,2,9,3.68%,267,BASE STR SUPERCENTER,68,5,Tu
2978,2,9,6.09%,386,BASE STR SUPERCENTER,60.91666603,5,TuFr
2985,2,9,2.69%,325,BASE STR SUPERCENTER,53.89583206,3,MoTh
2986,2,9,5.62%,415,BASE STR SUPERCENTER,40,2,MoTh
2987,2,9,3.07%,452,BASE STR SUPERCENTER,52,2,WeSa
2988,2,8,7.14%,240,BASE STR SUPERCENTER,24,7,MoTh
2990,3,11,1.62%,782,BASE STR SUPERCENTER,60.91666603,5,Fr
2991,2,9,4.42%,404,BASE STR SUPERCENTER,60.91666603,1,TuFr
2992,4,17,3.71%,553,BASE STR SUPERCENTER,60,5,MoTuThFr
2993,2,9,1.52%,246,BASE STR SUPERCENTER,40.91666603,4,MoTh
2994,3,13,3.82%,599,BASE STR SUPERCENTER,60,5,MoFr
2996,2,9,6.96%,305,BASE STR SUPERCENTER,56,7,MoTh
3004,2,8,8.22%,184,BASE STR SUPERCENTER,60,2,MoFr
3008,2,10,6.81%,124,BASE STR SUPERCENTER,36,2,MoTh
3014,2,9,4.74%,467,BASE STR SUPERCENTER,76,5,TuFr
3017,2,9,5.31%,167,BASE STR SUPERCENTER,68,6,MoTh
3055,2,9,4.52%,331,BASE STR SUPERCENTER,44,5,TuFr
3057,2,9,10.33%,318,BASE STR SUPERCENTER,48,2,TuFr
3059,2,9,4.31%,185,BASE STR SUPERCENTER,56,4,Fr
3067,2,7,3.48%,140,BASE STR SUPERCENTER,76,2,MoTh
3077,2,9,13.77%,307,BASE STR SUPERCENTER,48,6,TuFr
3088,3,11,8.92%,231,BASE STR SUPERCENTER,29.02083397,7,TuFr
3093,3,13,1.71%,226,BASE STR SUPERCENTER,48,6,Sa
3102,1,5,2.37%,52,BASE STR SUPERCENTER,12,4,Th
3103,2,9,7.69%,135,BASE STR SUPERCENTER,24,2,MoWe
3106,2,10,1.79%,656,BASE STR SUPERCENTER,96,2,TuFr
3119,4,19,6.09%,1345,BASE STR SUPERCENTER,70.5,6,TuThFr
3136,3,15,4.13%,926,BASE STR SUPERCENTER,84,5,TuFrSa
3150,2,9,2.65%,319,BASE STR SUPERCENTER,60,4,WeFr
3151,2,9,2.42%,256,BASE STR SUPERCENTER,60,4,MoTh
3167,3,12,3.55%,347,BASE STR SUPERCENTER,64,5,MoFr
3169,2,9,1.28%,386,BASE STR SUPERCENTER,71.375,5,MoWe
3170,2,7,2.48%,250,BASE STR SUPERCENTER,71.375,5,MoWe
3177,1,5,12.51%,54,BASE STR SUPERCENTER,28,6,We
3180,2,9,3.04%,284,BASE STR SUPERCENTER,48,7,TuFr
3182,2,9,9.16%,261,BASE STR SUPERCENTER,48,2,MoTh
3188,2,8,5.87%,124,BASE STR SUPERCENTER,56,2,MoTh
3191,2,9,5.29%,233,BASE STR SUPERCENTER,36,2,TuFr
3192,2,9,6.63%,395,BASE STR SUPERCENTER,48,2,Fr
3197,3,12,5.44%,264,BASE STR SUPERCENTER,60,2,Mo
3205,2,9,4.67%,172,BASE STR SUPERCENTER,48.91666603,2,MoTh
3206,2,9,2.37%,345,BASE STR SUPERCENTER,40.91666603,3,TuFr
3207,3,14,4.02%,522,BASE STR SUPERCENTER,145.875,2,TuSa
3208,2,9,3.78%,199,BASE STR SUPERCENTER,40,6,WeFr
3209,1,6,1.66%,83,BASE STR SUPERCENTER,24,4,Th
3210,2,9,3.57%,688,BASE STR SUPERCENTER,66.5,3,TuFr
3213,2,9,2.57%,460,BASE STR SUPERCENTER,60.91666603,5,MoTh
3214,3,13,2.70%,301,BASE STR SUPERCENTER,56.91666603,1,MoFr
3215,3,13,1.16%,415,BASE STR SUPERCENTER,40,3,WeFr
3216,3,13,2.87%,781,BASE STR SUPERCENTER,64.91666603,1,MoWeFr
3217,2,9,4.38%,264,BASE STR SUPERCENTER,40,6,TuFr
3218,2,8,2.24%,484,BASE STR SUPERCENTER,44,6,MoTh
3219,2,10,2.72%,634,BASE STR SUPERCENTER,60.91666603,1,MoTh
3220,2,9,3.45%,294,BASE STR SUPERCENTER,24,6,TuFr
3221,2,9,4.31%,445,BASE STR SUPERCENTER,80,1,TuFr
3222,2,9,1.37%,510,BASE STR SUPERCENTER,40,2,MoTh
3224,2,9,2.56%,532,BASE STR SUPERCENTER,92.91666603,5,WeFr
3225,2,10,5.27%,479,BASE STR SUPERCENTER,60.91666603,5,TuTh
3226,3,11,7.03%,526,BASE STR SUPERCENTER,56.91666603,5,TuFr
3227,1,5,1.01%,44,BASE STR SUPERCENTER,24,6,Mo
3229,2,9,,366,BASE STR SUPERCENTER,48,5,We
3230,2,9,2.09%,74,BASE STR SUPERCENTER,68.91666603,5,MoFr
3232,2,10,2.69%,320,BASE STR SUPERCENTER,40.91666603,6,TuFr
3233,2,9,2.13%,98,BASE STR SUPERCENTER,24,4,MoFr
3234,2,9,6.43%,185,BASE STR SUPERCENTER,64,2,MoTh
3235,2,10,3.19%,329,BASE STR SUPERCENTER,68,2,MoFr
3237,2,10,1.88%,414,BASE STR SUPERCENTER,60,4,MoTh
3239,2,9,3.69%,453,BASE STR SUPERCENTER,76,6,TuFr
3241,2,9,1.32%,462,BASE STR SUPERCENTER,40.91666603,7,TuSa
3245,2,8,2.96%,271,BASE STR SUPERCENTER,52,3,TuFr
3250,2,9,3.14%,178,BASE STR SUPERCENTER,64.125,3,MoTh
3251,2,9,4.06%,171,BASE STR SUPERCENTER,56.91666603,3,TuFr
3254,2,10,2.54%,542,BASE STR SUPERCENTER,72,7,WeFr
3255,2,9,2.28%,459,BASE STR SUPERCENTER,60.91666603,3,TuFr
3258,3,13,2.13%,473,BASE STR SUPERCENTER,68,6,Fr
3259,4,17,3.57%,499,BASE STR SUPERCENTER,60.91666603,6,MoFr
3260,2,9,2.81%,395,BASE STR SUPERCENTER,60,6,TuTh
3261,2,9,5.49%,437,BASE STR SUPERCENTER,76,6,TuFr
3262,2,9,1.83%,458,BASE STR SUPERCENTER,60.91666603,3,TuFr
3265,2,10,2.25%,550,BASE STR SUPERCENTER,72.91666603,1,MoTh
3267,2,9,1.32%,606,BASE STR SUPERCENTER,40.91666603,4,MoTh
3268,2,9,2.11%,231,BASE STR SUPERCENTER,48,3,TuFr
3269,2,7,0.85%,314,BASE STR SUPERCENTER,36,1,Th
3270,2,9,2.14%,409,BASE STR SUPERCENTER,28,1,TuFr
3271,2,10,2.65%,367,BASE STR SUPERCENTER,60.91666603,2,TuFr
3273,2,9,2.63%,89,BASE STR SUPERCENTER,44.91666603,4,MoTh
3274,2,9,2.38%,343,BASE STR SUPERCENTER,60.91666603,5,TuFr
3277,2,9,4.53%,369,BASE STR SUPERCENTER,60.91666603,7,TuFr
3278,2,10,1.15%,526,BASE STR SUPERCENTER,60.91666603,4,MoTh
3279,2,9,4.23%,573,BASE STR SUPERCENTER,56.91666603,5,TuFr
3280,2,9,1.73%,152,BASE STR SUPERCENTER,40.91666603,1,MoWe
3283,2,8,2.96%,146,BASE STR SUPERCENTER,24,4,MoWe
3284,2,9,3.97%,384,BASE STR SUPERCENTER,68,5,MoTh
3285,2,8,2.07%,249,BASE STR SUPERCENTER,60.91666603,5,We
3286,2,9,2.95%,515,BASE STR SUPERCENTER,80.91666603,5,TuFr
3289,2,9,5.89%,371,BASE STR SUPERCENTER,40,2,MoTh
3293,2,9,2.96%,232,BASE STR SUPERCENTER,32,3,MoTh
3294,2,8,1.99%,316,BASE STR SUPERCENTER,76.91666603,3,Fr
3296,2,10,5.53%,290,BASE STR SUPERCENTER,48,5,TuTh
3297,2,10,7.36%,428,BASE STR SUPERCENTER,40.91666603,5,TuFr
3298,2,11,5.67%,646,BASE STR SUPERCENTER,48,5,TuFr
3300,2,9,10.10%,356,BASE STR SUPERCENTER,24,3,TuFr
3302,2,9,3.01%,494,BASE STR SUPERCENTER,40,5,TuFr
3303,2,9,2.79%,163,BASE STR SUPERCENTER,36.125,1,MoTh
3304,2,9,2.11%,362,BASE STR SUPERCENTER,48,2,Mo
3305,2,9,4.78%,431,BASE STR SUPERCENTER,24,2,Tu
3307,3,13,2.75%,691,BASE STR SUPERCENTER,32,2,Sa
3308,3,13,5.05%,547,BASE STR SUPERCENTER,125.041666,2,Sa
3309,3,13,1.00%,330,BASE STR SUPERCENTER,32,2,Sa
3310,3,13,20.66%,549,BASE STR SUPERCENTER,129.041666,2,MoSa
3311,3,11,6.97%,158,BASE STR SUPERCENTER,40,2,Fr
3313,1,4,4.78%,77,BASE STR SUPERCENTER,24,6,WeTh
3320,2,10,3.98%,810,BASE STR SUPERCENTER,76,5,MoTh
3328,2,9,3.58%,351,BASE STR SUPERCENTER,64,3,MoFr
3329,2,9,4.38%,517,BASE STR SUPERCENTER,32,1,TuFr
3331,2,10,2.59%,485,BASE STR SUPERCENTER,40.91666603,5,MoTh
3332,4,17,4.24%,773,BASE STR SUPERCENTER,32,1,Fr
3334,2,9,3.64%,458,BASE STR SUPERCENTER,64,1,TuFr
3336,2,9,3.43%,302,BASE STR SUPERCENTER,33.83333206,3,TuFr
3342,2,9,3.32%,208,BASE STR SUPERCENTER,40,3,MoFr
3344,3,13,2.44%,659,BASE STR SUPERCENTER,56,1,MoFr
3347,3,13,1.51%,487,BASE STR SUPERCENTER,97.04166603,2,Sa
3348,2,9,2.80%,377,BASE STR SUPERCENTER,121.041666,2,TuFr
3349,3,13,2.46%,623,BASE STR SUPERCENTER,125.041666,2,Sa
3350,2,9,2.07%,624,BASE STR SUPERCENTER,52,7,TuFr
3351,2,9,4.63%,436,BASE STR SUPERCENTER,56,7,TuFr
3352,2,9,7.74%,465,BASE STR SUPERCENTER,68,7,MoTh
3360,2,10,4.35%,388,BASE STR SUPERCENTER,76,7,WeSa
3362,2,9,5.63%,422,BASE STR SUPERCENTER,24,3,MoTh
3363,3,13,3.18%,561,BASE STR SUPERCENTER,40,3,Fr
3366,2,7,4.26%,178,BASE STR SUPERCENTER,28,6,We
3367,2,9,0.92%,472,BASE STR SUPERCENTER,60,2,TuFr
3370,3,14,4.33%,836,BASE STR SUPERCENTER,125.041666,2,TuThFr
3371,2,9,5.21%,489,BASE STR SUPERCENTER,76,2,MoTh
3379,2,8,3.30%,379,BASE STR SUPERCENTER,32,7,We
3380,2,9,2.35%,497,BASE STR SUPERCENTER,76,6,TuFr
3381,2,10,3.31%,389,BASE STR SUPERCENTER,60,5,MoTh
3382,2,9,1.84%,143,BASE STR SUPERCENTER,24,6,TuTh
3383,2,10,1.10%,461,BASE STR SUPERCENTER,76,5,TuFr
3384,2,8,4.94%,396,BASE STR SUPERCENTER,48,5,Fr
3386,3,12,0.74%,292,BASE STR SUPERCENTER,24,2,Fr
3387,4,19,4.45%,1055,BASE STR SUPERCENTER,133.041666,2,TuThFrSa
3388,2,8,6.41%,232,BASE STR SUPERCENTER,40,2,Tu
3389,2,8,3.08%,266,BASE STR SUPERCENTER,76.125,2,MoTh
3390,2,9,1.51%,400,BASE STR SUPERCENTER,40,5,MoTh
3391,2,10,3.80%,454,BASE STR SUPERCENTER,56,5,TuFr
3394,2,7,2.45%,370,BASE STR SUPERCENTER,32,4,Tu
3395,2,10,18.00%,495,BASE STR SUPERCENTER,40,4,WeFr
3397,2,7,4.80%,117,BASE STR SUPERCENTER,40,2,Th
3400,2,8,6.97%,348,BASE STR SUPERCENTER,76,3,Fr
3401,2,9,1.92%,185,BASE STR SUPERCENTER,40,2,MoTh
3403,2,9,1.15%,320,BASE STR SUPERCENTER,40,2,MoTh
3406,2,8,1.45%,328,BASE STR SUPERCENTER,60.72916603,5,We
3408,2,9,3.02%,455,BASE STR SUPERCENTER,76,7,TuFr
3415,3,13,2.65%,370,BASE STR SUPERCENTER,40,2,TuSa
3417,3,14,5.03%,729,BASE STR SUPERCENTER,145.041666,2,Sa
3418,3,13,5.20%,414,BASE STR SUPERCENTER,80,2,Mo
3425,2,10,2.07%,672,BASE STR SUPERCENTER,40,5,WeFr
3427,2,9,3.62%,415,BASE STR SUPERCENTER,24,5,TuFr
3428,2,10,3.86%,570,BASE STR SUPERCENTER,56,5,WeFr
3430,2,9,0.68%,310,BASE STR SUPERCENTER,40,5,TuFr
3431,2,9,3.32%,533,BASE STR SUPERCENTER,76,5,TuFr
3432,2,8,3.29%,248,BASE STR SUPERCENTER,48,5,MoTh
3433,2,9,2.33%,563,BASE STR SUPERCENTER,68,5,TuFr
3434,2,10,4.63%,338,BASE STR SUPERCENTER,76,3,Fr
3435,2,8,7.20%,344,BASE STR SUPERCENTER,40,3,MoFr
3436,2,9,1.26%,368,BASE STR SUPERCENTER,60,3,TuFr
3439,3,13,11.07%,765,BASE STR SUPERCENTER,48.29166698,2,TuFr
3445,2,9,4.71%,243,BASE STR SUPERCENTER,76,3,MoTh
3447,3,12,4.57%,171,BASE STR SUPERCENTER,40,3,TuFr
3453,1,6,5.04%,284,BASE STR SUPERCENTER,92,3,We
3454,1,5,1.56%,149,BASE STR SUPERCENTER,32.91666603,6,Th
3459,2,9,5.73%,609,BASE STR SUPERCENTER,68,3,MoTh
3460,3,13,6.18%,481,BASE STR SUPERCENTER,56,3,Sa
3461,2,9,5.28%,310,BASE STR SUPERCENTER,48,2,MoTh
3463,3,13,4.01%,552,BASE STR SUPERCENTER,40.91666603,2,Tu
3464,2,9,2.74%,430,BASE STR SUPERCENTER,40,7,TuFr
3465,2,9,2.07%,665,BASE STR SUPERCENTER,60.91666603,7,ThSa
3471,2,9,1.46%,199,BASE STR SUPERCENTER,40,2,TuFr
3472,3,13,2.55%,562,BASE STR SUPERCENTER,56.91666603,6,Fr
3473,2,8,1.67%,495,BASE STR SUPERCENTER,40.91666603,7,TuTh
3474,3,14,4.52%,625,BASE STR SUPERCENTER,79.25,2,TuThSa
3476,2,9,5.73%,256,BASE STR SUPERCENTER,68.25,3,TuFr
3477,3,12,4.85%,277,BASE STR SUPERCENTER,32,7,WeFr
3480,2,9,4.61%,167,BASE STR SUPERCENTER,48,1,MoFr
3482,2,9,2.50%,285,BASE STR SUPERCENTER,48,5,TuFr
3483,2,11,1.96%,577,BASE STR SUPERCENTER,40.91666603,5,WeFr
3484,3,13,5.33%,571,BASE STR SUPERCENTER,60.91666603,2,Fr
3485,2,9,3.33%,358,BASE STR SUPERCENTER,48,2,TuFr
3486,2,9,6.58%,246,BASE STR SUPERCENTER,60.91666603,3,TuFr
3487,2,8,1.89%,291,BASE STR SUPERCENTER,40,3,Fr
3488,2,9,1.80%,238,BASE STR SUPERCENTER,60,3,MoTh
3492,2,8,4.50%,122,BASE STR SUPERCENTER,24.91666603,4,Tu
3495,2,9,1.85%,482,BASE STR SUPERCENTER,84.91666603,2,TuFr
3497,2,8,0.99%,216,BASE STR SUPERCENTER,68,3,Th
3499,2,9,2.38%,348,BASE STR SUPERCENTER,31.25,3,WeFr
3502,2,9,1.23%,242,BASE STR SUPERCENTER,40,3,MoTh
3503,2,9,2.28%,697,BASE STR SUPERCENTER,60.91666603,2,TuFr
3505,2,9,5.53%,523,BASE STR SUPERCENTER,56,3,MoFr
3511,2,10,,572,BASE STR SUPERCENTER,56,6,TuFr
3513,1,4,1.60%,30,BASE STR SUPERCENTER,24,4,Fr
3515,2,8,3.01%,189,BASE STR SUPERCENTER,68.91666603,3,TuFr
3516,2,10,4.68%,581,BASE STR SUPERCENTER,88,7,WeFr
3518,2,9,7.01%,973,BASE STR SUPERCENTER,64.91666603,5,MoTh
3522,2,9,5.14%,501,BASE STR SUPERCENTER,68,7,TuFr
3523,2,9,2.90%,363,BASE STR SUPERCENTER,48,7,TuFr
3525,2,9,2.86%,440,BASE STR SUPERCENTER,60,6,TuFr
3526,3,13,4.55%,510,BASE STR SUPERCENTER,24,2,MoSa
3527,3,13,4.84%,514,BASE STR SUPERCENTER,56,2,TuSa
3528,2,9,5.20%,367,BASE STR SUPERCENTER,24,2,TuFr
3529,1,6,6.34%,255,BASE STR SUPERCENTER,72,3,Fr
3531,2,9,5.06%,395,BASE STR SUPERCENTER,44,6,TuFr
3533,1,5,3.77%,96,BASE STR SUPERCENTER,20,6,Th
3534,1,5,2.89%,35,BASE STR SUPERCENTER,20,4,Th
3535,3,11,2.72%,647,BASE STR SUPERCENTER,84,1,Fr
3537,2,8,5.64%,336,BASE STR SUPERCENTER,44,6,MoTh
3538,3,13,4.16%,450,BASE STR SUPERCENTER,60.91666603,2,Fr
3566,1,5,2.49%,72,BASE STR SUPERCENTER,20,6,Mo
3567,2,8,1.29%,472,BASE STR SUPERCENTER,116,5,TuFr
3568,2,11,4.54%,375,BASE STR SUPERCENTER,44,6,TuFr
3569,2,9,4.77%,333,BASE STR SUPERCENTER,56,5,MoTh
3570,2,10,4.26%,462,BASE STR SUPERCENTER,40.91666603,2,TuFr
3571,2,9,3.22%,127,BASE STR SUPERCENTER,32,3,MoTh
3572,2,9,2.97%,463,BASE STR SUPERCENTER,60.91666603,5,TuTh
3573,2,9,3.58%,376,BASE STR SUPERCENTER,48,1,MoTh
3580,2,9,3.63%,290,BASE STR SUPERCENTER,48,3,MoTh
3581,2,9,4.01%,233,BASE STR SUPERCENTER,136.916666,3,TuFr
3582,1,5,3.15%,94,BASE STR SUPERCENTER,22,6,We
3583,2,8,3.60%,253,BASE STR SUPERCENTER,60,1,Fr
3587,2,9,2.25%,392,BASE STR SUPERCENTER,72,7,TuFr
3588,2,9,1.36%,281,BASE STR SUPERCENTER,56,1,MoTh
3589,2,9,1.52%,202,BASE STR SUPERCENTER,40.91666603,6,TuFr
3590,2,9,3.08%,511,BASE STR SUPERCENTER,76.91666603,4,TuTh
3591,2,9,11.11%,650,BASE STR SUPERCENTER,84.91666603,5,TuFr
3595,2,9,1.72%,455,BASE STR SUPERCENTER,40.91666603,2,TuTh
3596,2,9,6.09%,483,BASE STR SUPERCENTER,68.91666603,5,MoTh
3597,2,9,10.95%,334,BASE STR SUPERCENTER,40.91666603,3,TuTh
3601,2,8,1.95%,212,BASE STR SUPERCENTER,44,3,MoFr
3602,2,9,7.33%,464,BASE STR SUPERCENTER,40,3,TuFr
3607,2,9,2.18%,354,BASE STR SUPERCENTER,24,1,TuFr
3608,2,9,6.45%,329,BASE STR SUPERCENTER,56,3,MoTh
3609,2,9,3.11%,197,BASE STR SUPERCENTER,44,2,MoFr
3610,2,8,2.74%,176,BASE STR SUPERCENTER,124.916666,3,TuFr
3612,2,9,,543,BASE STR SUPERCENTER,40,2,TuFr
3616,2,10,6.14%,278,BASE STR SUPERCENTER,32,5,MoTh
3620,2,10,5.19%,306,BASE STR SUPERCENTER,40,6,MoTh
3621,2,8,,146,BASE STR SUPERCENTER,40,2,Th
3623,2,10,4.73%,577,BASE STR SUPERCENTER,76,5,TuFr
3624,1,4,1.76%,81,BASE STR SUPERCENTER,16,4,Th
3625,2,9,3.91%,168,BASE STR SUPERCENTER,125.041666,2,TuFr
3626,2,9,6.24%,742,BASE STR SUPERCENTER,76,2,MoTh
3627,2,8,,274,BASE STR SUPERCENTER,40,2,TuTh
3630,2,9,3.89%,600,BASE STR SUPERCENTER,76,4,TuFr
3631,2,9,1.11%,417,BASE STR SUPERCENTER,48,5,TuFr
